words@rvb1977m	@rvb1977m	140.453	140.828	начиная
words@rvb1977m	@rvb1977m	140.828	141.203	там
words@rvb1977m	@rvb1977m	141.203	141.578	с
words@rvb1977m	@rvb1977m	141.578	141.953	библиотекарей
words@rvb1977m	@rvb1977m	141.953	142.328	заканчивая
words@rvb1977m	@rvb1977m	142.328	142.703	там
words@rvb1977m	@rvb1977m	142.703	143.078	ну
words@rvb1977m	@rvb1977m	143.078	143.453	кем
words@rvb1977m	@rvb1977m	143.453	143.828	угодно
words@rvb1977m	@rvb1977m	143.828	144.203	ну
words@rvb1977m	@rvb1977m	144.203	144.578	как
words@rvb1977m	@rvb1977m	144.578	144.953	там
words@rvb1977m	@rvb1977m	144.953	145.328	в
words@rvb1977m	@rvb1977m	145.328	145.703	Москве
words@rvb1977m	@rvb1977m	145.703	146.078	ну
words@rvb1977m	@rvb1977m	146.078	146.453	что
words@rvb1977m	@rvb1977m	146.453	146.828	там
words@rvb1977m	@rvb1977m	146.828	147.203	да
words@rvb1977m	@rvb1977m	147.203	147.578	не
words@rvb1977m	@rvb1977m	147.578	147.953	там
words@rvb1977m	@rvb1977m	147.953	148.328	все
words@rvb1977m	@rvb1977m	148.328	148.703	плохо
words@rvb1977m	@rvb1977m	148.703	149.078	в
words@rvb1977m	@rvb1977m	149.078	149.453	Таганроге
words@rvb1977m	@rvb1977m	149.453	149.828	там
words@rvb1977m	@rvb1977m	149.828	150.203	это
words@rvb1977m	@rvb1977m	150.203	150.578	говорили
words@rvb1977m	@rvb1977m	150.578	150.953	те
words@rvb1977m	@rvb1977m	150.953	151.328	это
words@rvb1977m	@rvb1977m	151.328	151.703	я
words@rvb1977m	@rvb1977m	151.703	152.078	сейчас
words@rvb1977m	@rvb1977m	152.078	152.453	понимаю
words@rvb1977m	@rvb1977m	152.453	152.846	кто
words@rvb1977m	@rvb1977m	153.404	153.772	не
words@rvb1977m	@rvb1977m	153.772	154.14	смог
words@rvb1977m	@rvb1977m	154.14	154.508	найти
words@rvb1977m	@rvb1977m	154.508	154.876	себе
words@rvb1977m	@rvb1977m	154.876	155.244	место
words@rvb1977m	@rvb1977m	155.244	155.612	в
words@rvb1977m	@rvb1977m	155.612	155.98	Москве
words@rvb1977m	@rvb1977m	155.98	156.348	их
words@rvb1977m	@rvb1977m	156.348	156.716	Москва
words@rvb1977m	@rvb1977m	156.716	157.084	вышвырнула
words@rvb1977m	@rvb1977m	157.084	157.452	и
words@rvb1977m	@rvb1977m	157.452	157.82	они
words@rvb1977m	@rvb1977m	157.82	158.188	возвращались
words@rvb1977m	@rvb1977m	158.188	158.566	обратно
words@rvb1977m	@rvb1977m	158.992	159.337	как
words@rvb1977m	@rvb1977m	159.337	159.682	бы
words@rvb1977m	@rvb1977m	159.682	160.027	с
words@rvb1977m	@rvb1977m	160.027	160.372	победителями
words@rvb1977m	@rvb1977m	160.372	160.717	говорили
words@rvb1977m	@rvb1977m	160.717	161.062	да
words@rvb1977m	@rvb1977m	161.062	161.407	там
words@rvb1977m	@rvb1977m	161.407	161.752	делать
words@rvb1977m	@rvb1977m	161.752	162.097	нечего
words@rvb1977m	@rvb1977m	162.097	162.442	там
words@rvb1977m	@rvb1977m	162.442	162.787	все
words@rvb1977m	@rvb1977m	162.787	163.132	плохо
words@rvb1977m	@rvb1977m	163.132	163.477	вот
words@rvb1977m	@rvb1977m	163.477	163.822	здесь
words@rvb1977m	@rvb1977m	163.822	164.17	жизнь
